-10.11,10.49,26.8,2214.02
20.65,-2.2,0.22,-0.75
13.34,0.99,22.99,1596.38
1.58,-10.72,5.91,97.49
-14.16,-19.77,-12.15,444.13
-1.96,16.82,-19.72,1231.25
-26.97,5.48,-10.49,389.07
16.28,-3.92,-21.76,1414.78
4.49,20.11,21.87,1489.95
-11.59,-20.89,10.91,345.21
5.01,-9.53,-6.78,136.29
6.11,19.32,21.69,1466.97
10.07,-6.03,10.0,298.65
13.97,26.38,-19.64,1216.38
20.63,-6.71,22.17,1462.9
-2.81,-15.33,-17.04,867.23
-0.7,5.55,25.67,2010.69
29.49,-21.75,-2.65,-27.69
-24.04,-26.09,-20.67,1273.8
-3.87,-0.61,26.45,2120.78
28.95,5.07,2.71,26.4
10.29,-22.19,22.26,1450.74
21.61,-6.0,-16.77,835.12
29.13,0.74,-27.52,2268.39
23.23,26.75,-29.59,2680.7
-24.87,3.06,22.13,1525.07
-12.31,23.45,-15.32,787.04
-28.82,25.81,-4.02,153.22
-18.01,13.42,16.83,911.25
12.23,-20.13,-25.2,1870.43
-6.99,-23.42,-20.15,1199.79
-29.51,-4.79,-27.29,2282.29
21.98,20.49,-20.97,1359.75
14.22,16.98,4.99,118.13
11.01,27.71,-19.51,1208.31
-6.72,14.19,22.85,1624.12
19.81,19.34,28.08,2407.22
2.47,-1.82,-11.65,421.73
17.43,0.28,13.81,581.19
-14.61,0.64,26.2,2102.13
-3.63,23.31,-25.84,2073.01
-20.77,18.41,20.28,1314.92
8.59,-24.12,28.76,2447.56
17.42,10.78,-29.02,2551.36
-13.54,-5.24,-0.34,22.67
-0.51,7.29,-23.12,1641.02
-28.32,1.59,-6.79,195.09
-7.42,20.1,-29.91,2755.54
0.37,16.32,18.31,1056.23
15.19,-27.13,28.95,2464.98
18.87,13.36,-22.55,1554.59
23.74,14.99,11.17,403.36
-15.4,-19.76,-29.34,2583.36
-1.17,-18.45,-29.64,2624.87
26.2,18.73,20.89,1345.08
-1.19,8.08,11.08,409.95
-27.7,24.01,17.21,988.63
-17.24,-22.01,-11.87,425.32
-21.61,7.32,28.53,2495.93
-7.59,-15.73,21.02,1326.67
-14.95,-13.52,-10.87,368.41
3.54,-11.6,7.92,185.11
-28.47,-4.1,28.24,2432.61
-17.53,25.41,26.92,2260.78
22.92,9.71,29.64,2660.6
26.38,-4.28,7.68,172.04
-27.61,20.67,18.0,1064.35
-18.57,29.59,-7.76,278.47
23.16,-13.27,-22.74,1527.33
-22.19,-12.78,-20.2,1236.66
-12.64,-26.19,-15.48,701.02
3.17,27.46,-25.32,1999.13
-2.62,-17.65,-29.01,2521.17
20.33,-5.31,-5.72,90.65
-22.71,21.45,-23.54,1754.95
9.14,-7.77,-27.42,2249.66
-1.95,28.49,28.9,2585.01
1.09,4.83,-26.39,2120.9
22.88,16.36,17.2,920.47
-25.46,25.83,-14.2,706.19
-23.99,-13.3,13.03,527.21
20.08,0.21,-14.11,602.71
-6.62,10.67,19.95,1243.52
24.57,10.82,12.47,486.09
-5.89,-5.48,23.7,1706.2
1.41,12.18,-28.28,2440.6
-6.5,-22.4,-21.08,1320.08
23.11,-3.99,21.68,1393.11
-12.27,7.35,-10.32,372.74
-8.16,22.38,14.76,726.67
-15.51,-18.15,-20.54,1270.74
-27.05,9.11,4.25,122.24
7.82,23.77,-7.09,214.54
18.88,-15.31,-25.26,1887.52
-12.57,-23.3,-2.2,4.05
-20.96,-19.32,-23.9,1715.99
-7.9,-22.84,-4.01,26.08
-21.6,-0.74,6.89,187.93
-16.88,14.37,1.26,75.6
8.35,-2.49,2.49,29.26
6.34,6.87,-10.93,386.21
-3.77,20.81,21.46,1451.24
-14.97,27.65,14.38,713.74
5.44,21.57,-25.61,2031.53
-0.99,8.12,5.39,120.74
12.88,0.16,13.8,577.59
-28.57,14.99,0.34,83.48
-16.25,-5.11,-23.84,1734.16
19.77,16.82,8.04,234.44
18.88,-29.77,23.36,1578.61
29.16,-22.05,26.59,2072.29
8.72,-15.69,-28.34,2390.69
-27.24,-26.14,-22.46,1511.54
18.51,28.53,-12.3,519.31
19.2,-15.29,-7.13,122.69
-29.17,29.41,-18.15,1098.69
26.36,-5.86,-10.66,328.35
10.76,6.75,26.64,2156.54
0.74,-2.96,1.27,20.18
-12.84,-10.98,20.17,1233.72
-29.81,25.58,-22.81,1666.12
-1.65,15.55,-6.54,181.77
13.67,-22.4,28.54,2402.07
11.64,-22.58,-21.02,1291.96
-7.54,-5.86,-12.68,497.39
26.25,-24.84,-25.52,1900.0
-25.57,11.65,23.25,1691.41
-13.27,16.16,-12.17,513.09
22.59,-23.93,-16.19,742.55
16.66,18.68,16.09,824.39
-9.37,-7.08,16.48,836.73
-25.83,-0.87,-1.92,61.65
